incident_id,vessel_mmsi,vessel_name,vessel_type,signal_type,signal_date_utc,lat,lon,sar_confidence,gap_hours,gap_start_utc,gap_end_utc,details
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3825,15.8308,0.881,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7548,15.7107,0.56,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7012,15.0081,0.923,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.751,15.1224,0.89,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4722,15.2052,0.877,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3093,14.9237,0.516,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3798,15.7644,0.98,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3454,15.5415,0.64,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8368,15.4362,0.964,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2307,15.8704,0.507,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8238,15.1655,0.465,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4542,15.6285,0.588,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5743,15.4114,0.631,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5536,15.1547,0.825,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.1512,15.8256,0.723,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6536,15.642,0.802,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.405,14.97,0.799,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3811,15.2139,0.909,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6538,15.2003,0.586,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4359,15.3024,0.577,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2391,15.3204,0.964,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6241,15.8028,0.769,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3607,15.4479,0.4,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3508,15.3299,0.748,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6083,15.365,0.665,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2996,15.3732,0.941,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7072,15.0697,0.451,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5108,15.5329,0.601,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7229,15.6511,0.804,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3072,15.0991,0.415,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3214,15.3751,0.91,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.201,15.3144,0.778,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2861,15.5964,0.697,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3208,15.5561,0.403,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6757,15.67,0.464,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4476,15.0759,0.975,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5126,14.9502,0.55,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7438,15.3565,0.881,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6173,15.8879,0.757,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.815,15.7914,0.768,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6535,15.4048,0.898,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5335,15.7972,0.846,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4823,15.1592,0.548,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5964,15.6658,0.713,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5887,15.1746,0.446,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.35,15.1717,0.592,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5281,15.0384,0.539,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6358,15.6064,0.439,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4353,15.4426,0.649,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2948,15.3201,0.943,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5589,15.5955,0.914,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6859,15.2804,0.404,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3962,15.6535,0.912,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8174,15.319,0.849,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5323,15.5033,0.532,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3036,15.3358,0.417,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3853,15.5791,0.643,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2655,15.3674,0.477,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5856,14.927,0.636,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5451,14.9271,0.786,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.245,15.3617,0.43,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4154,15.1117,0.596,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6829,15.2791,0.851,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7323,15.1523,0.449,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.1636,15.4394,1.0,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.395,15.5501,0.869,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6062,15.6542,0.97,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2896,14.9204,0.491,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2384,15.5695,0.738,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3026,15.5995,0.86,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2675,15.5072,0.849,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2302,15.7193,0.979,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.2257,14.9257,0.587,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6241,15.8582,0.638,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.6505,14.976,0.814,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.5891,15.0019,0.863,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.7452,15.5004,0.473,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.8387,15.6826,0.608,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.4499,15.2706,0.704,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
INC-2022-09-26,,,,dark_vessel,2022-09-26T05:00:00Z,55.3889,15.7496,0.893,,,,"SAR detection, no AIS vessel within 2 km at acquisition"
