mmsi,reason,span_km,ping_count,name,type
972411424,stationary,0.049,2,MMSI 972411424,other
972413178,stationary,0.009,2,MMSI 972413178,other
972413448,stationary,0.013,2,MMSI 972413448,other
972413848,stationary,0.031,2,MMSI 972413848,other
972427221,stationary,0.002,2,MMSI 972427221,other
972570494,stationary,0.006,2,MMSI 972570494,other
972570520,stationary,0.002,2,MMSI 972570520,other
972600142,stationary,0.005,2,MMSI 972600142,other
972600149,stationary,0.017,2,MMSI 972600149,other
972600220,stationary,0.0,2,MMSI 972600220,other
972600353,stationary,0.01,2,MMSI 972600353,other
972600391,stationary,0.051,2,MMSI 972600391,other
972600766,stationary,0.008,2,MMSI 972600766,other
972600873,stationary,0.018,2,MMSI 972600873,other
972601234,stationary,0.016,4,MMSI 972601234,other
972601262,stationary,0.04,2,MMSI 972601262,other
972601321,stationary,0.048,4,MMSI 972601321,other
972601327,stationary,0.042,2,MMSI 972601327,other
972601371,stationary,0.007,2,MMSI 972601371,other
972601389,stationary,0.011,2,MMSI 972601389,other
972601655,stationary,0.027,2,MMSI 972601655,other
972601668,stationary,0.145,2,MMSI 972601668,other
972601779,stationary,0.014,6,MMSI 972601779,other
972602102,stationary,0.01,4,MMSI 972602102,other
972602176,stationary,0.037,4,MMSI 972602176,other
972602182,stationary,0.013,2,MMSI 972602182,other
972602208,stationary,0.036,4,MMSI 972602208,other
972602352,stationary,0.048,2,MMSI 972602352,other
972602419,stationary,0.0,2,MMSI 972602419,other
972602773,stationary,0.041,2,MMSI 972602773,other
972603095,stationary,0.006,2,MMSI 972603095,other
972603567,stationary,0.0,2,MMSI 972603567,other
972603681,stationary,0.0,2,MMSI 972603681,other
972603759,stationary,0.0,2,MMSI 972603759,other
972603860,stationary,0.004,2,MMSI 972603860,other
972604085,stationary,0.149,2,MMSI 972604085,other
972604133,stationary,0.006,2,MMSI 972604133,other
972604449,stationary,0.002,2,MMSI 972604449,other
972604468,stationary,0.007,2,MMSI 972604468,other
972604485,stationary,0.013,2,MMSI 972604485,other
972604521,stationary,0.003,2,MMSI 972604521,other
972604522,stationary,0.019,2,MMSI 972604522,other
972604540,stationary,0.0,2,MMSI 972604540,other
972604549,stationary,0.033,4,MMSI 972604549,other
972604592,stationary,0.122,2,MMSI 972604592,other
972604623,stationary,0.01,4,MMSI 972604623,other
972604814,stationary,0.012,2,MMSI 972604814,other
972604925,stationary,0.026,2,MMSI 972604925,other
972604973,stationary,0.006,2,MMSI 972604973,other
972605470,stationary,0.009,2,MMSI 972605470,other
972605512,stationary,0.022,2,MMSI 972605512,other
972605552,stationary,0.0,2,MMSI 972605552,other
972605594,stationary,0.056,2,MMSI 972605594,other
972605662,stationary,0.0,2,MMSI 972605662,other
972605683,stationary,0.003,2,MMSI 972605683,other
972605738,stationary,0.116,2,MMSI 972605738,other
972605999,stationary,0.0,2,MMSI 972605999,other
972606092,stationary,0.0,2,MMSI 972606092,other
972606408,stationary,0.011,2,MMSI 972606408,other
972606541,stationary,0.002,2,MMSI 972606541,other
972606585,stationary,0.029,2,MMSI 972606585,other
972606668,stationary,0.003,2,MMSI 972606668,other
972606746,stationary,0.007,2,MMSI 972606746,other
972606948,stationary,0.164,2,MMSI 972606948,other
972607050,stationary,0.0,2,MMSI 972607050,other
972607185,stationary,0.024,4,MMSI 972607185,other
972607324,stationary,0.068,2,MMSI 972607324,other
972607415,stationary,0.005,2,MMSI 972607415,other
972607437,stationary,0.111,2,MMSI 972607437,other
972607502,stationary,0.0,2,MMSI 972607502,other
972607514,stationary,0.09,2,MMSI 972607514,other
972607715,stationary,0.008,2,MMSI 972607715,other
972607728,stationary,0.026,2,MMSI 972607728,other
972607854,stationary,0.0,2,MMSI 972607854,other
972607855,stationary,0.006,2,MMSI 972607855,other
972607966,stationary,0.0,2,MMSI 972607966,other
972608000,stationary,0.148,2,MMSI 972608000,other
972608086,stationary,0.009,4,MMSI 972608086,other
972608176,stationary,0.031,2,MMSI 972608176,other
972608221,stationary,0.0,2,MMSI 972608221,other
972608481,stationary,0.053,2,MMSI 972608481,other
972608996,stationary,0.002,2,MMSI 972608996,other
972609003,stationary,0.01,2,MMSI 972609003,other
972609157,stationary,0.0,2,MMSI 972609157,other
972609211,stationary,0.0,2,MMSI 972609211,other
972609228,stationary,0.005,2,MMSI 972609228,other
972609346,stationary,0.045,4,MMSI 972609346,other
972609882,stationary,0.001,2,MMSI 972609882,other
972609992,stationary,0.007,2,MMSI 972609992,other
972860125,stationary,0.002,2,MMSI 972860125,other
972971464,stationary,0.045,2,MMSI 972971464,other
974010032,stationary,0.007,2,MMSI 974010032,other
974010033,stationary,0.0,2,MMSI 974010033,other
974010082,stationary,0.0,2,MMSI 974010082,other
974010123,stationary,0.004,2,MMSI 974010123,other
974010155,stationary,0.032,2,MMSI 974010155,other
974010160,stationary,0.0,2,MMSI 974010160,other
974010180,stationary,0.011,2,MMSI 974010180,other
974010205,stationary,0.059,2,MMSI 974010205,other
974010218,stationary,0.002,2,MMSI 974010218,other
974010245,stationary,0.0,2,MMSI 974010245,other
974010246,stationary,0.0,2,MMSI 974010246,other
974010260,stationary,0.006,2,MMSI 974010260,other
974010278,stationary,0.037,2,MMSI 974010278,other
974010295,stationary,0.005,2,MMSI 974010295,other
974010313,stationary,0.0,2,MMSI 974010313,other
974010318,stationary,0.0,2,MMSI 974010318,other
974010358,stationary,0.003,2,MMSI 974010358,other
974010439,stationary,0.0,2,MMSI 974010439,other
974010443,stationary,0.003,2,MMSI 974010443,other
974010462,stationary,0.0,2,MMSI 974010462,other
974010472,stationary,0.0,2,MMSI 974010472,other
974010638,stationary,0.0,2,MMSI 974010638,other
974010657,stationary,0.0,2,MMSI 974010657,other
974010663,stationary,0.004,2,MMSI 974010663,other
974010675,stationary,0.0,2,MMSI 974010675,other
974010677,stationary,0.027,2,MMSI 974010677,other
974010685,stationary,0.0,2,MMSI 974010685,other
974010778,stationary,0.0,2,MMSI 974010778,other
974010786,stationary,0.014,2,MMSI 974010786,other
974010839,stationary,0.0,2,MMSI 974010839,other
974010860,stationary,0.0,2,MMSI 974010860,other
974010862,stationary,0.0,2,MMSI 974010862,other
974010877,stationary,0.0,2,MMSI 974010877,other
974010882,stationary,0.0,2,MMSI 974010882,other
974010884,stationary,0.0,2,MMSI 974010884,other
974010916,stationary,0.0,2,MMSI 974010916,other
974010946,stationary,0.0,2,MMSI 974010946,other
974010948,stationary,0.0,2,MMSI 974010948,other
974010955,stationary,0.0,2,MMSI 974010955,other
974010964,stationary,0.0,2,MMSI 974010964,other
974010989,stationary,0.0,2,MMSI 974010989,other
974011016,stationary,0.008,2,MMSI 974011016,other
974011019,stationary,0.0,2,MMSI 974011019,other
974011021,stationary,0.0,2,MMSI 974011021,other
974011022,stationary,0.001,2,MMSI 974011022,other
974011045,stationary,0.001,2,MMSI 974011045,other
974011048,stationary,0.0,2,MMSI 974011048,other
974011107,stationary,0.0,2,MMSI 974011107,other
974011141,stationary,0.027,2,MMSI 974011141,other
974011215,stationary,0.0,2,MMSI 974011215,other
974011251,stationary,0.0,2,MMSI 974011251,other
974011286,stationary,0.0,2,MMSI 974011286,other
974011312,stationary,0.001,2,MMSI 974011312,other
974011392,stationary,0.0,2,MMSI 974011392,other
974011423,stationary,0.0,2,MMSI 974011423,other
974011446,stationary,0.028,2,MMSI 974011446,other
974011449,stationary,0.0,2,MMSI 974011449,other
974011475,stationary,0.027,2,MMSI 974011475,other
974011512,stationary,0.0,2,MMSI 974011512,other
974011598,stationary,0.0,2,MMSI 974011598,other
974011643,stationary,0.0,2,MMSI 974011643,other
974011648,stationary,0.0,2,MMSI 974011648,other
974011663,stationary,0.025,2,MMSI 974011663,other
974011706,stationary,0.0,2,MMSI 974011706,other
974011712,stationary,0.002,2,MMSI 974011712,other
974011746,stationary,0.012,2,MMSI 974011746,other
974011771,stationary,0.0,2,MMSI 974011771,other
974011775,stationary,0.0,2,MMSI 974011775,other
974011801,stationary,0.003,2,MMSI 974011801,other
974011806,stationary,0.007,2,MMSI 974011806,other
974011813,stationary,0.004,2,MMSI 974011813,other
974011824,stationary,0.0,2,MMSI 974011824,other
974011835,stationary,0.011,4,MMSI 974011835,other
974011860,stationary,0.0,2,MMSI 974011860,other
974011932,stationary,0.0,2,MMSI 974011932,other
974012084,stationary,0.0,2,MMSI 974012084,other
974012123,stationary,0.0,2,MMSI 974012123,other
974012129,stationary,0.0,2,MMSI 974012129,other
974012267,stationary,0.05,2,MMSI 974012267,other
974012361,stationary,0.008,2,MMSI 974012361,other
974012364,stationary,0.024,2,MMSI 974012364,other
974012430,stationary,0.0,2,MMSI 974012430,other
974012534,stationary,0.0,2,MMSI 974012534,other
974012537,stationary,0.004,2,MMSI 974012537,other
974012600,stationary,0.0,2,MMSI 974012600,other
974012668,stationary,0.0,2,MMSI 974012668,other
974012670,stationary,0.0,2,MMSI 974012670,other
974012712,stationary,0.0,2,MMSI 974012712,other
974012793,stationary,0.001,2,MMSI 974012793,other
974012829,stationary,0.014,2,MMSI 974012829,other
974012832,stationary,0.0,2,MMSI 974012832,other
974012842,stationary,0.013,2,MMSI 974012842,other
974013026,stationary,0.0,2,MMSI 974013026,other
974013030,stationary,0.011,2,MMSI 974013030,other
974013282,stationary,0.008,2,MMSI 974013282,other
974013286,stationary,0.002,2,MMSI 974013286,other
974013290,stationary,0.011,2,MMSI 974013290,other
974013393,stationary,0.0,2,MMSI 974013393,other
974013402,stationary,0.0,2,MMSI 974013402,other
974013403,stationary,0.0,2,MMSI 974013403,other
974013404,stationary,0.0,2,MMSI 974013404,other
974013407,stationary,0.034,2,MMSI 974013407,other
974013514,stationary,0.0,2,MMSI 974013514,other
974013561,stationary,0.0,2,MMSI 974013561,other
974013744,stationary,0.0,2,MMSI 974013744,other
974013771,stationary,0.0,2,MMSI 974013771,other
974013780,stationary,0.0,2,MMSI 974013780,other
974013851,stationary,0.0,2,MMSI 974013851,other
974013880,stationary,0.007,4,MMSI 974013880,other
974013931,stationary,0.0,2,MMSI 974013931,other
974013936,stationary,0.0,2,MMSI 974013936,other
974014127,stationary,0.0,2,MMSI 974014127,other
974014136,stationary,0.0,2,MMSI 974014136,other
974014228,stationary,0.0,2,MMSI 974014228,other
974014233,stationary,0.0,2,MMSI 974014233,other
974014242,stationary,0.0,2,MMSI 974014242,other
974014247,stationary,0.013,2,MMSI 974014247,other
974014279,stationary,0.0,2,MMSI 974014279,other
974014348,stationary,0.0,2,MMSI 974014348,other
974014387,stationary,0.0,2,MMSI 974014387,other
974014469,stationary,0.0,2,MMSI 974014469,other
974014482,stationary,0.027,2,MMSI 974014482,other
974014521,stationary,0.0,2,MMSI 974014521,other
974014524,stationary,0.029,2,MMSI 974014524,other
974014529,stationary,0.0,2,MMSI 974014529,other
974014530,stationary,0.0,2,MMSI 974014530,other
974014532,stationary,0.006,2,MMSI 974014532,other
974014601,stationary,0.008,2,MMSI 974014601,other
974014602,stationary,0.0,2,MMSI 974014602,other
974014652,stationary,0.011,2,MMSI 974014652,other
974014724,stationary,0.0,2,MMSI 974014724,other
974014727,stationary,0.0,2,MMSI 974014727,other
974014805,stationary,0.009,2,MMSI 974014805,other
974014817,stationary,0.0,2,MMSI 974014817,other
974014877,stationary,0.0,2,MMSI 974014877,other
974014902,stationary,0.004,2,MMSI 974014902,other
974014907,stationary,0.008,2,MMSI 974014907,other
974014914,stationary,0.002,2,MMSI 974014914,other
974014922,stationary,0.0,2,MMSI 974014922,other
974014926,stationary,0.002,2,MMSI 974014926,other
974014949,stationary,0.012,2,MMSI 974014949,other
974015014,stationary,0.0,2,MMSI 974015014,other
974015039,stationary,0.018,2,MMSI 974015039,other
974015153,stationary,0.0,2,MMSI 974015153,other
974015191,stationary,0.0,2,MMSI 974015191,other
974015343,stationary,0.0,2,MMSI 974015343,other
974015367,stationary,0.082,2,MMSI 974015367,other
974015504,stationary,0.0,2,MMSI 974015504,other
974015589,stationary,0.021,2,MMSI 974015589,other
974015639,stationary,0.005,2,MMSI 974015639,other
974015683,stationary,0.01,2,MMSI 974015683,other
974015714,stationary,0.0,2,MMSI 974015714,other
974015811,stationary,0.0,2,MMSI 974015811,other
974015816,stationary,0.0,2,MMSI 974015816,other
974015818,stationary,0.0,2,MMSI 974015818,other
974015965,stationary,0.0,2,MMSI 974015965,other
974016016,stationary,0.007,2,MMSI 974016016,other
974016020,stationary,0.0,2,MMSI 974016020,other
974016081,stationary,0.0,2,MMSI 974016081,other
974016090,stationary,0.0,2,MMSI 974016090,other
974016127,stationary,0.0,2,MMSI 974016127,other
974016132,stationary,0.004,2,MMSI 974016132,other
974016162,stationary,0.0,2,MMSI 974016162,other
974016248,stationary,0.0,2,MMSI 974016248,other
974016357,stationary,0.0,2,MMSI 974016357,other
974016409,stationary,0.01,2,MMSI 974016409,other
974016492,stationary,0.0,2,MMSI 974016492,other
974016523,stationary,0.0,2,MMSI 974016523,other
974016636,stationary,0.0,2,MMSI 974016636,other
974016657,stationary,0.0,2,MMSI 974016657,other
974016679,stationary,0.003,2,MMSI 974016679,other
974016680,stationary,0.0,2,MMSI 974016680,other
974016728,stationary,0.0,2,MMSI 974016728,other
974016820,stationary,0.013,2,MMSI 974016820,other
974016845,stationary,0.019,2,MMSI 974016845,other
974016890,stationary,0.0,2,MMSI 974016890,other
974016905,stationary,0.001,2,MMSI 974016905,other
974016909,stationary,0.06,2,MMSI 974016909,other
974016914,stationary,0.0,2,MMSI 974016914,other
974016982,stationary,0.064,4,MMSI 974016982,other
974017006,stationary,0.0,2,MMSI 974017006,other
974017072,stationary,0.019,2,MMSI 974017072,other
974017083,stationary,0.043,2,MMSI 974017083,other
974017087,stationary,0.022,2,MMSI 974017087,other
974017128,stationary,0.0,2,MMSI 974017128,other
974017140,stationary,0.0,2,MMSI 974017140,other
974017144,stationary,0.0,2,MMSI 974017144,other
974017155,stationary,0.0,2,MMSI 974017155,other
974017156,stationary,0.004,4,MMSI 974017156,other
974017162,stationary,0.013,6,MMSI 974017162,other
974017339,stationary,0.0,2,MMSI 974017339,other
974017347,stationary,0.0,2,MMSI 974017347,other
974017354,stationary,0.0,2,MMSI 974017354,other
974017359,stationary,0.0,2,MMSI 974017359,other
974017373,stationary,0.0,2,MMSI 974017373,other
974017399,stationary,0.0,2,MMSI 974017399,other
974017410,stationary,0.012,2,MMSI 974017410,other
974017412,stationary,0.0,2,MMSI 974017412,other
974017437,stationary,0.0,2,MMSI 974017437,other
974017541,stationary,0.0,2,MMSI 974017541,other
974017548,stationary,0.0,2,MMSI 974017548,other
974017574,stationary,0.0,2,MMSI 974017574,other
974017631,stationary,0.0,2,MMSI 974017631,other
974017689,stationary,0.047,2,MMSI 974017689,other
974017704,stationary,0.0,2,MMSI 974017704,other
974017717,stationary,0.0,2,MMSI 974017717,other
974017781,stationary,0.0,2,MMSI 974017781,other
974017970,stationary,0.011,2,MMSI 974017970,other
974017976,stationary,0.0,2,MMSI 974017976,other
974017980,stationary,0.0,2,MMSI 974017980,other
974017981,stationary,0.0,2,MMSI 974017981,other
974017986,stationary,0.0,2,MMSI 974017986,other
974017994,stationary,0.0,2,MMSI 974017994,other
974018007,stationary,0.0,2,MMSI 974018007,other
974018038,stationary,0.0,2,MMSI 974018038,other
974018046,stationary,0.0,2,MMSI 974018046,other
974018050,stationary,0.0,2,MMSI 974018050,other
974018054,stationary,0.0,2,MMSI 974018054,other
974018059,stationary,0.0,2,MMSI 974018059,other
974018121,stationary,0.116,4,MMSI 974018121,other
974018147,stationary,0.009,2,MMSI 974018147,other
974018148,stationary,0.0,2,MMSI 974018148,other
974018150,stationary,0.003,2,MMSI 974018150,other
974018460,stationary,0.0,2,MMSI 974018460,other
974018476,stationary,0.019,2,MMSI 974018476,other
974018478,stationary,0.017,2,MMSI 974018478,other
974018618,stationary,0.003,2,MMSI 974018618,other
974018647,stationary,0.08,2,MMSI 974018647,other
974018702,stationary,0.006,2,MMSI 974018702,other
974018719,stationary,0.009,2,MMSI 974018719,other
974018739,stationary,0.0,2,MMSI 974018739,other
974018743,stationary,0.023,2,MMSI 974018743,other
974018746,stationary,0.027,2,MMSI 974018746,other
974018758,stationary,0.044,4,MMSI 974018758,other
974018760,stationary,0.0,2,MMSI 974018760,other
974018881,stationary,0.011,2,MMSI 974018881,other
974018948,stationary,0.008,2,MMSI 974018948,other
974019033,stationary,0.0,2,MMSI 974019033,other
974019079,stationary,0.057,2,MMSI 974019079,other
974019114,stationary,0.013,2,MMSI 974019114,other
974019116,stationary,0.0,2,MMSI 974019116,other
974019339,stationary,0.0,2,MMSI 974019339,other
974019371,stationary,0.0,2,MMSI 974019371,other
974019374,stationary,0.023,2,MMSI 974019374,other
974019380,stationary,0.0,2,MMSI 974019380,other
974019400,stationary,0.0,2,MMSI 974019400,other
974019551,stationary,0.003,2,MMSI 974019551,other
974019669,stationary,0.0,2,MMSI 974019669,other
974019727,stationary,0.01,2,MMSI 974019727,other
974019801,stationary,0.0,2,MMSI 974019801,other
974019848,stationary,0.0,2,MMSI 974019848,other
974019861,stationary,0.0,2,MMSI 974019861,other
974019869,stationary,0.021,2,MMSI 974019869,other
974019873,stationary,0.001,2,MMSI 974019873,other
974019889,stationary,0.0,2,MMSI 974019889,other
974019908,stationary,0.0,2,MMSI 974019908,other
974019913,stationary,0.018,2,MMSI 974019913,other
974122530,stationary,0.0,2,MMSI 974122530,other
974122742,stationary,0.0,2,MMSI 974122742,other
974124435,stationary,0.032,2,MMSI 974124435,other
974126309,stationary,0.028,2,MMSI 974126309,other
974571490,stationary,0.0,2,MMSI 974571490,other
974572755,stationary,0.021,2,MMSI 974572755,other
974576605,stationary,0.0,2,MMSI 974576605,other
974605291,stationary,0.0,2,MMSI 974605291,other
974605596,stationary,0.0,2,MMSI 974605596,other
974608479,stationary,0.0,2,MMSI 974608479,other
982125930,stationary,0.142,4,Tasman Frb,other
982125931,stationary,0.159,4,Tasman Wb2,other
982151054,stationary,0.0,2,Celebrity Apex Tb04,other
982293787,stationary,0.024,2,Europa 2 #7,other
982296707,stationary,0.019,2,Ms4 Tender Boat 07,other
982320033,stationary,0.006,2,Britannia T17,other
982320035,stationary,0.011,2,MMSI 982320035,other
982320122,stationary,0.001,2,Vasco Da Gama T9,port_tender
982440045,stationary,0.033,2,Rotterdam Tb22,other
982440047,stationary,0.14,2,Rotterdam Rb14,other
982441405,stationary,0.007,2,Pbco T21,other
982449581,stationary,0.091,2,Madm Rb 1,other
982458102,stationary,0.006,2,Frb Afrika,search_and_rescue
982463041,stationary,0.037,2,MMSI 982463041,passenger
982463043,stationary,0.045,2,Zudm 13,other
982470078,stationary,0.013,2,Costa Diadema Tb 7,other
982470128,stationary,0.003,2,MMSI 982470128,passenger
982470134,stationary,0.036,2,Aidaaura Tender 4,other
982470135,stationary,0.029,2,Aidaaura Tender 9,passenger
982470185,stationary,0.0,2,Aidaluna Tb 15,other
982470190,stationary,0.027,2,Aidabella Tb 14,other
982470191,stationary,0.056,2,Aidabella Tb15,other
982470192,stationary,0.041,2,Aidabella Tb 16,other
982470194,stationary,0.096,4,Aidabella Tb 18,other
982470210,stationary,0.016,2,Costa Firenze Rb 1,passenger
982485132,stationary,0.031,2,Ms1 Tender 8,other
982485135,stationary,0.004,2,Ms1 Tender 11,other
982550096,stationary,0.0,2,Dc To Windea Leibniz,other
982563433,stationary,0.029,2,Tender 3 To Ilma,other
982563434,stationary,0.014,2,Tender 4 To Ilma,other
982563435,stationary,0.008,2,MMSI 982563435,other
982567504,stationary,0.002,2,MMSI 982567504,other
982570015,stationary,0.027,2,MMSI 982570015,other
982570143,stationary,0.021,2,Viking Vela Tb1,other
982570171,stationary,0.019,2,Viking Mars,other
982570189,stationary,0.019,2,Viking Vela Tb6,other
982570215,stationary,0.015,2,Viking Neptune - Tb2,other
982570335,stationary,0.0,2,Brage Thai,other
982571050,stationary,0.002,2,G.O.Sars Mob,other
982579030,stationary,0.045,2,Viking Star Tender 1,other
982579031,stationary,0.045,2,MMSI 982579031,passenger
982579033,stationary,0.017,2,MMSI 982579033,passenger
982580025,stationary,0.02,2,Viking Saturn Tb01,other
982580027,stationary,0.024,2,Viking Saturn Tb05,other
982591862,stationary,0.032,2,Viking Sky Tender 5,port_tender
982751440,stationary,0.174,2,Lv Warship A53 Boat,other
983103843,stationary,0.068,2,Island Princess T5,other
983103845,stationary,0.008,2,Island Princess T11,other
983103846,stationary,0.0,2,MMSI 983103846,other
983104238,stationary,0.042,2,MMSI 983104238,other
983105311,stationary,0.01,2,MMSI 983105311,other
983105318,stationary,0.08,2,Emerald Princess T23,other
983107910,stationary,0.001,2,Enchanted Port Frc,other
983108350,stationary,0.004,2,MMSI 983108350,other
983108356,stationary,0.003,2,Queen Anne Rb 13,other
983108674,stationary,0.061,2,Sapphireprincesstb18,other
983108675,stationary,0.055,2,Sapphireprincesstb19,other
983108676,stationary,0.046,2,Sapphireprincesstb20,other
983110002,stationary,0.021,2,Borealis Tender 7,other
983110003,stationary,0.041,2,Borealis Tender 8,other
983110005,stationary,0.002,2,Borealis Tender 10,other
983110020,stationary,0.005,2,Ncl Getaway T5,other
983110028,stationary,0.036,2,MMSI 983110028,passenger
983110126,stationary,0.011,2,MMSI 983110126,other
983110129,stationary,0.003,2,Sbn Ovation Zodiac 3,other
983110282,stationary,0.0,2,Star Legend Tender 4,other
983110292,stationary,0.012,2,MMSI 983110292,other
983110293,stationary,0.005,2,MMSI 983110293,other
983110299,stationary,0.003,2,Endurance Zodiac 09,pleasure
983110300,stationary,0.002,2,Endurance Zodiac 10,other
983110305,stationary,0.0,2,Endurance Sounding,other
983110412,stationary,0.043,2,Resolution Zodiac 3,other
983110413,stationary,0.009,2,MMSI 983110413,other
983110417,stationary,0.014,4,Resolution Zodiac 8,other
983110419,stationary,0.043,4,MMSI 983110419,other
983110423,stationary,0.086,2,Resolution Zodiac 14,other
983110424,stationary,0.022,2,Resolution Zodiac 15,other
983110448,stationary,0.145,2,Wind 11,other
983110610,stationary,0.003,2,MMSI 983110610,other
983542153,stationary,0.007,2,MMSI 983542153,other
983542156,stationary,0.017,2,Carnival Pride T4,other
983542157,stationary,0.002,2,Carnival Pride T5,other
983710027,stationary,0.056,2,Msc Preziosa T/B 27,other
985380357,stationary,0.013,4,Kaos Rescue 1,pleasure
985380676,stationary,0.016,2,Splendor - Tender 8,pleasure
985380705,stationary,0.031,2,S S Grandeur Tender5,pleasure
985380707,stationary,0.037,2,S S Grandeur Tender7,other
990001521,stationary,0.032,2,N2,other
990001666,stationary,0.008,2,N9,other
990001676,stationary,0.01,16,A,other
990001681,aton,4.978,11,N1,other
990180001,aton,54.281,15,Aurora_Buoy01,other
991234567,stationary,0.004,2,Silver Dawn # 1,other
992111007,aton,15.716,775,S1,other
992111008,aton,15.677,785,S2,other
992111009,aton,15.675,786,S3,other
992111010,aton,14.481,776,S4,other
992111011,aton,14.835,781,S5,other
992111012,aton,13.977,392,S6,other
992111013,aton,13.459,318,S7,other
992111014,aton,0.206,8,S8,other
992111015,stationary,0.02,4,S9,other
992111016,stationary,0.026,6,S10,other
992111023,aton,0.555,482,Buoy Ko N,other
992111024,aton,1.117,326,Bouy Ko E1,other
992111025,aton,2.343,218,Bouy Ko E2,other
992111027,stationary,0.0,84,Wa01 Windfarm,other
992111028,stationary,0.0,84,Wa03 Windfarm,other
992111029,stationary,0.0,84,Wa04 Windfarm,other
992111030,aton,63.978,84,Wa08 Windfarm,other
992111031,stationary,0.0,84,Wa16 Windfarm,other
992111032,stationary,0.0,84,Wa19 Windfarm,other
992111033,stationary,0.0,84,Wa21 Windfarm,other
992111034,aton,0.676,170,Oss Jasmund Platform,other
992111039,stationary,0.0,34,Lighthouse Kiel,other
992111119,aton,3.29,130,Bfn-Pbr02-Odas,other
992111701,stationary,0.002,3066,Ab01 Windfarm,other
992111702,stationary,0.003,3026,Ab02 Windfarm,other
992111703,stationary,0.001,3066,Ab10 Windfarm,other
992111704,stationary,0.003,3028,Ab36 Windfarm,other
992111705,stationary,0.004,2966,Ab37 Windfarm,other
992111706,stationary,0.004,3062,Ab51 Windfarm,other
992111707,stationary,0.003,3066,Ab55 Windfarm,other
992111708,stationary,0.006,3028,Ab60 Windfarm,other
992111709,stationary,0.022,4,Bkr02 Z02 Platform,other
992111729,aton,87.319,844,Odas Swlb111,other
992111738,aton,15.573,1565,N1,other
992111739,aton,22.815,1507,N2,other
992111740,aton,116.509,1564,N3,other
992111741,aton,16.12,1555,N4,other
992111742,aton,9.442,1567,N5,other
992111743,aton,15.693,1565,N6,other
992111744,aton,14.671,1575,N7,other
992111745,aton,76.751,1567,N8,other
992111746,aton,77.976,1930,S1,other
992111747,aton,16.273,1832,S2,other
992111748,aton,17.149,1901,S3,other
992111749,aton,17.667,1873,S4,other
992111750,aton,16.961,1905,S5,other
992111751,aton,16.203,1900,S6,other
992111752,aton,139.817,1816,S7,other
992111753,aton,17.207,1753,S8,other
992111758,aton,0.584,89,MMSI 992111758,other
992111761,stationary,0.0,1094,Be Oss Windfarm,other
992111762,stationary,0.0,1164,Be 01 Windfarm,other
992111763,stationary,0.0,1166,Be 06 Windfarm,other
992111764,stationary,0.0,1160,Be 14 Windfarm,other
992111765,stationary,0.0,1166,Be 42 Windfarm,other
992111766,stationary,0.0,1082,Be 52 Windfarm,other
992111789,aton,14.003,460,N9,other
992111790,aton,15.619,449,N10,other
992111791,aton,13.971,151,S9,other
992111792,aton,15.989,175,S10,other
992111793,aton,20.288,642,N1,other
992111794,aton,80.386,1373,N2,other
992111795,aton,3.94,1430,N3,other
992111796,aton,3.709,1400,N4,other
992111797,aton,12.42,1374,N5,other
992111798,aton,7.01,1409,N6,other
992111799,aton,34.651,1341,N7,other
992111801,aton,5.569,1072,N8,other
992111802,aton,5.231,252,N9,other
992111803,aton,4.818,1007,N10,other
992111805,stationary,0.002,2606,Ao D4 Windfarm,other
992111806,stationary,0.003,2606,Ao A4 Windfarm,other
992111807,aton,4.562,2589,Ao G2 Windfarm,other
992111808,stationary,0.003,2646,Ao B4 Windfarm,other
992111809,stationary,0.006,2618,Ao G4 Windfarm,other
992111829,aton,195.525,430,Odas Ob 2,other
992111840,stationary,0.017,3200,Wind Farm Baltic1Nw,other
992111841,stationary,0.003,3198,Wind Farm Baltic1Sw,other
992111842,stationary,0.003,3200,Wind Farm Baltic1Ne,other
992111876,stationary,0.002,3008,Wk N-15 Windfarm,other
992111877,stationary,0.003,3044,Wk E-70 Windfarm,other
992111878,stationary,0.003,2998,Wk Se-51 Windfarm,other
992111879,aton,0.994,3044,Wk Sw-01 Winfarm,other
992111886,stationary,0.003,984,Wk W-06 Windfarm,other
992111887,aton,7.843,3037,Wk Nw-11 Windfarm,other
992111888,stationary,0.004,3046,Wk Oss Platform,other
992111900,aton,0.216,158,Digital Ocean Lab Ni,other
992111901,stationary,0.003,1598,Fisch1,other
992111902,stationary,0.003,1594,Fisch2,other
992111903,stationary,0.003,1610,Fisch3,other
992111904,stationary,0.003,1578,Fisch4,other
992111905,aton,328.6,319,Digital Ocean Lab Ni,other
992111923,stationary,0.002,3200,Baltic2 Windfarm Sw,other
992111924,stationary,0.003,3200,Baltic2 Windfarm Nw,other
992111925,stationary,0.003,3200,Baltic2 Windfarm Ne,other
992111926,stationary,0.003,3198,Baltic2 Windfarmb2P2,other
992111927,stationary,0.002,3200,Baltic2 Windfarmb2N5,other
992111928,stationary,0.003,3198,Baltic2 Windfarmb2E1,other
992111929,stationary,0.002,3198,Baltic2 Windfarm Se,other
992116002,stationary,0.0,2,Ge-Navy 02 Aton,other
992116011,aton,22.741,186,Odas Wms01,other
992116012,aton,32.935,116,Odas Wms03,other
992116013,stationary,0.0,8,Odas Sgm02,other
992116015,stationary,0.0,8,Odas Sgm04,other
992116016,stationary,0.009,68,Odas Mtm01,other
